date,日期,星期,year,month,is_weekend,is_holiday,season,最高温,最低温,天气1,天气2,风向,风力,空气质量,质量等级,东北虎林园,全部词条,pre_hot,ma5_hot,ma10_hot,冰雪大世界,北方森林动物园,哈尔滨伏尔加庄园,哈尔滨文化公园,哈尔滨旅游,哈尔滨极地馆,小土豆,尔滨,沙糖桔,萧红故居,龙塔,客流,pre_flow,ma5_flow,ma10_flow
706,2023-12-07,4,2023,12,0,0,1,-8.0,-15.0,13,2,6,2,34,1,254.0,5907.0,6337.0,6030.8,5912.9,1802.0,64.0,143.0,63.0,959.0,213.0,517.0,0.0,796.0,69.0,231.0,28.79,29.23,29.544,28.946999999999996
707,2023-12-08,5,2023,12,0,0,1,2.0,-15.0,2,2,6,3,85,2,246.0,5740.0,5907.0,6022.2,5942.6,1716.0,61.0,152.0,63.0,780.0,185.0,603.0,0.0,774.0,137.0,249.0,30.81,28.79,29.668,29.339999999999996
708,2023-12-09,6,2023,12,1,1,1,-12.0,-21.0,3,1,7,3,29,1,217.0,5427.0,5740.0,5896.4,5888.3,1284.0,61.0,159.0,124.0,896.0,194.0,566.0,0.0,815.0,66.0,230.0,32.4,30.81,30.262,29.827
709,2023-12-10,7,2023,12,1,1,1,-15.0,-25.0,3,1,7,3,39,1,225.0,5698.0,5427.0,5821.8,5856.2,1484.0,0.0,142.0,0.0,778.0,187.0,676.0,0.0,944.0,80.0,238.0,29.37,32.4,30.119999999999997,30.043
710,2023-12-11,1,2023,12,0,0,1,-17.0,-25.0,2,1,1,1,56,2,246.0,5377.0,5698.0,5629.8,5797.3,1939.0,59.0,156.0,0.0,769.0,201.0,514.0,0.0,619.0,61.0,194.0,27.71,29.37,29.816000000000003,29.994
711,2023-12-12,2,2023,12,0,0,1,-16.0,-26.0,13,1,8,1,65,2,193.0,4889.0,5377.0,5426.2,5728.5,1774.0,0.0,142.0,59.0,724.0,167.0,435.0,0.0,524.0,138.0,209.0,28.16,27.71,29.690000000000005,29.617
712,2023-12-13,3,2023,12,0,0,1,-14.0,-25.0,3,1,2,1,124,3,225.0,5604.0,4889.0,5399.0,5710.6,1914.0,0.0,140.0,61.0,837.0,191.0,554.0,0.0,698.0,73.0,213.0,28.62,28.16,29.252,29.46
713,2023-12-14,4,2023,12,0,0,1,-17.0,-23.0,2,2,2,2,68,2,272.0,6591.0,5604.0,5631.8,5764.1,2450.0,0.0,159.0,0.0,1060.0,190.0,613.0,0.0,738.0,132.0,239.0,27.74,28.62,28.32,29.291000000000004
714,2023-12-15,5,2023,12,0,0,1,-17.0,-20.0,3,2,1,3,35,1,223.0,13389.0,6591.0,7170.0,6495.9,2475.0,0.0,169.0,0.0,7887.0,226.0,674.0,0.0,720.0,70.0,225.0,28.62,27.74,28.17,29.145
715,2023-12-16,6,2023,12,1,1,1,-18.0,-25.0,13,2,8,3,42,1,231.0,6046.0,13389.0,7303.8,6466.8,2046.0,65.0,145.0,63.0,1069.0,208.0,644.0,0.0,636.0,79.0,224.0,30.22,28.62,28.672000000000004,29.244
716,2023-12-17,7,2023,12,1,1,1,-19.0,-27.0,3,1,6,3,33,1,221.0,6117.0,6046.0,7549.4,6487.8,2237.0,0.0,173.0,65.0,772.0,237.0,669.0,0.0,686.0,138.0,233.0,30.59,30.22,29.158000000000005,29.424
717,2023-12-18,1,2023,12,0,0,1,-18.0,-27.0,3,1,6,1,90,2,262.0,8303.0,6117.0,8089.2,6744.1,3969.0,59.0,175.0,134.0,814.0,280.0,766.0,0.0,734.0,149.0,227.0,29.36,30.59,29.306,29.278999999999996
718,2023-12-19,2,2023,12,0,0,1,-20.0,-29.0,2,2,1,2,130,3,261.0,8278.0,8303.0,8426.6,7029.2,4247.0,0.0,170.0,128.0,735.0,212.0,704.0,0.0,722.0,122.0,255.0,29.85,29.36,29.728,29.024
719,2023-12-20,3,2023,12,0,0,1,-21.0,-29.0,3,2,6,2,78,2,233.0,9123.0,8278.0,7573.4,7371.7,5039.0,0.0,172.0,122.0,744.0,214.0,794.0,0.0,754.0,76.0,221.0,28.89,29.85,29.782,28.976
720,2023-12-21,4,2023,12,0,0,1,-19.0,-29.0,2,1,6,2,101,3,278.0,9855.0,9123.0,8335.2,7819.5,5353.0,65.0,176.0,59.0,890.0,231.0,956.0,0.0,750.0,128.0,219.0,27.67,28.89,29.272,28.972
721,2023-12-22,5,2023,12,0,0,1,-15.0,-23.0,3,1,6,3,100,2,221.0,8153.0,9855.0,8742.4,8145.9,4085.0,59.0,176.0,122.0,731.0,215.0,893.0,0.0,669.0,73.0,240.0,31.02,27.67,29.357999999999997,29.258
722,2023-12-23,6,2023,12,1,1,1,-10.0,-20.0,3,1,6,2,106,3,252.0,7319.0,8153.0,8545.6,8317.4,3250.0,61.0,171.0,70.0,738.0,200.0,923.0,0.0,661.0,78.0,254.0,35.89,31.02,30.664,29.985000000000003
723,2023-12-24,7,2023,12,1,1,1,-12.0,-22.0,3,1,6,3,89,2,267.0,7265.0,7319.0,8343.0,8384.8,2934.0,0.0,150.0,66.0,695.0,191.0,978.0,0.0,790.0,134.0,270.0,36.18,35.89,31.93,30.829
724,2023-12-25,1,2023,12,0,0,1,-10.0,-16.0,2,13,5,3,113,3,288.0,8075.0,7265.0,8133.4,7853.4,3236.0,0.0,108.0,0.0,1070.0,221.0,1265.0,0.0,795.0,65.0,232.0,33.38,36.18,32.827999999999996,31.305
725,2023-12-26,2,2023,12,0,0,1,-16.0,-19.0,3,1,8,2,98,2,282.0,8244.0,8075.0,7811.2,8073.2,3218.0,0.0,197.0,130.0,946.0,248.0,1313.0,0.0,798.0,67.0,247.0,30.57,33.38,33.408,31.340000000000003
726,2023-12-27,3,2023,12,0,0,1,-8.0,-16.0,2,1,6,3,126,3,275.0,8450.0,8244.0,7870.6,8306.5,3052.0,0.0,216.0,61.0,1086.0,217.0,1447.0,0.0,850.0,145.0,251.0,31.25,30.57,33.454,31.406
727,2023-12-28,4,2023,12,0,0,1,-6.0,-15.0,13,1,6,2,99,2,291.0,8880.0,8450.0,8182.8,8364.2,3130.0,0.0,191.0,130.0,1022.0,231.0,1768.0,0.0,891.0,84.0,251.0,31.44,31.25,32.564,31.614000000000004
728,2023-12-29,5,2023,12,0,0,1,-5.0,-14.0,13,2,6,2,120,3,350.0,9260.0,8880.0,8581.8,8462.4,3467.0,0.0,182.0,135.0,943.0,227.0,1921.0,0.0,840.0,80.0,275.0,35.18,31.44,32.364,32.147000000000006
729,2023-12-30,6,2023,12,1,1,1,-10.0,-17.0,13,13,2,3,210,5,347.0,9078.0,9260.0,8782.4,8457.9,3248.0,120.0,182.0,66.0,911.0,238.0,1943.0,0.0,821.0,100.0,281.0,41.35,35.18,33.958000000000006,33.393
730,2023-12-31,7,2023,12,1,1,1,-16.0,-23.0,1,2,1,2,36,1,304.0,9409.0,9078.0,9015.4,8413.3,3495.0,63.0,184.0,71.0,998.0,219.0,2151.0,0.0,788.0,78.0,270.0,46.5,41.35,37.144,35.275999999999996
731,2024-01-01,1,2024,1,0,1,1,-9.0,-18.0,1,2,6,3,87,2,282.0,9709.0,9409.0,9267.2,8568.9,3069.0,0.0,181.0,66.0,1069.0,214.0,2738.0,0.0,873.0,74.0,270.0,39.44,46.5,38.782,36.118
732,2024-01-02,2,2024,1,0,0,1,-11.0,-20.0,1,1,6,1,137,3,327.0,10186.0,9709.0,9528.4,8855.6,2829.0,59.0,181.0,59.0,1696.0,229.0,2840.0,0.0,841.0,69.0,215.0,28.38,39.44,38.17,35.367
733,2024-01-03,3,2024,1,0,0,1,-9.0,-18.0,1,2,6,2,145,3,406.0,16287.0,10186.0,10933.8,9757.8,3583.0,0.0,207.0,67.0,1788.0,309.0,6936.0,0.0,1310.0,70.0,301.0,34.38,28.38,38.010000000000005,35.187
734,2024-01-04,4,2024,1,0,0,1,-4.0,-11.0,1,15,5,3,67,2,485.0,17865.0,16287.0,12691.2,10736.8,3927.0,63.0,385.0,78.0,2282.0,312.0,6526.0,0.0,1701.0,148.0,257.0,33.61,34.38,36.462,35.209999999999994
735,2024-01-05,5,2024,1,0,0,1,-10.0,-21.0,13,2,7,3,50,1,478.0,21981.0,17865.0,15205.6,12110.5,5494.0,0.0,338.0,78.0,1990.0,287.0,5834.0,2746.0,2136.0,150.0,314.0,34.83,33.61,34.128,35.636
736,2024-01-06,6,2024,1,1,1,1,-15.0,-26.0,2,1,6,2,104,3,435.0,21491.0,21981.0,17562.0,13414.6,9699.0,124.0,268.0,69.0,1521.0,336.0,4459.0,0.0,2077.0,146.0,280.0,38.29,34.83,33.897999999999996,36.34
737,2024-01-07,7,2024,1,1,1,1,-14.0,-25.0,1,1,7,2,64,2,428.0,19748.0,21491.0,19474.4,14501.4,6540.0,67.0,332.0,125.0,2017.0,291.0,3747.0,1902.0,1978.0,80.0,263.0,36.02,38.29,35.426,36.798
738,2024-01-08,1,2024,1,0,0,1,-10.0,-26.0,3,1,6,3,48,1,444.0,22920.0,19748.0,20801.0,15867.4,10539.0,0.0,272.0,74.0,2301.0,306.0,3460.0,1673.0,1706.0,153.0,286.0,32.42,36.02,35.034000000000006,36.522
739,2024-01-09,2,2024,1,0,0,1,-13.0,-23.0,13,1,6,1,76,2,375.0,22878.0,22920.0,21803.6,17247.4,8943.0,59.0,237.0,67.0,5600.0,275.0,2572.0,1874.0,1242.0,86.0,306.0,32.910000000000004,32.42,34.894,35.678000000000004
740,2024-01-10,3,2024,1,0,0,1,-7.0,-10.0,3,13,6,4,66,2,391.0,18435.0,22878.0,21094.4,18150.0,8537.0,66.0,241.0,61.0,1796.0,274.0,2446.0,1811.0,1190.0,143.0,289.0,34.98,32.910000000000004,34.924,34.525999999999996
741,2024-01-11,4,2024,1,0,0,1,-11.0,-26.0,13,2,8,3,67,2,352.0,16782.0,18435.0,20152.6,18857.3,7235.0,61.0,208.0,135.0,1599.0,251.0,2083.0,2306.0,1111.0,80.0,250.0,32.94,34.98,33.854,33.876
742,2024-01-12,5,2024,1,0,0,1,-13.0,-29.0,4,2,8,1,70,2,387.0,18609.0,16782.0,19924.8,19699.6,8274.0,0.0,218.0,71.0,2033.0,271.0,2423.0,2269.0,1137.0,143.0,246.0,34.3,32.94,33.510000000000005,34.468
743,2024-01-13,6,2024,1,1,1,1,-13.0,-17.0,2,13,5,2,150,3,359.0,15941.0,18609.0,18529.0,19665.0,7028.0,0.0,231.0,135.0,1589.0,231.0,2275.0,1588.0,1082.0,73.0,268.0,40.25,34.3,35.076,35.05499999999999
744,2024-01-14,7,2024,1,1,1,1,-11.0,-23.0,3,1,8,3,66,2,336.0,13817.0,15941.0,16716.8,19260.2,5234.0,59.0,222.0,61.0,2015.0,257.0,1954.0,1270.0,1033.0,91.0,252.0,39.51,40.25,36.396,35.644999999999996
745,2024-01-15,1,2024,1,0,0,1,-11.0,-23.0,2,1,6,2,43,1,348.0,16740.0,13817.0,16377.8,18736.1,8112.0,0.0,210.0,0.0,1739.0,242.0,2020.0,1628.0,1040.0,91.0,270.0,35.05,39.51,36.41,35.667
746,2024-01-16,2,2024,1,0,0,1,-5.0,-11.0,3,1,6,4,68,2,318.0,18060.0,16740.0,16633.4,18393.0,6507.0,61.0,201.0,61.0,4328.0,232.0,2193.0,1736.0,1039.0,89.0,256.0,37.68,35.05,37.358,35.606
747,2024-01-17,3,2024,1,0,0,1,-7.0,-21.0,4,1,7,2,79,2,337.0,18088.0,18060.0,16529.2,18227.0,7152.0,65.0,193.0,73.0,3744.0,267.0,2346.0,1423.0,1028.0,150.0,282.0,37.77,37.68,38.052,35.78099999999999
748,2024-01-18,4,2024,1,0,0,1,-10.0,-27.0,3,1,8,1,67,2,325.0,16902.0,18088.0,16721.4,17625.2,6943.0,61.0,203.0,61.0,3235.0,238.0,2207.0,1213.0,1003.0,144.0,266.0,35.2,37.77,37.042,36.059000000000005
749,2024-01-19,5,2024,1,0,0,1,-15.0,-27.0,2,1,8,2,114,3,336.0,16993.0,16902.0,17356.6,17036.7,7017.0,0.0,179.0,76.0,2879.0,240.0,2604.0,1350.0,983.0,74.0,272.0,34.3,35.2,36.0,36.19799999999999
750,2024-01-20,6,2024,1,1,1,1,-17.0,-22.0,3,13,2,3,58,2,349.0,14842.0,16993.0,16977.0,16677.4,6494.0,0.0,167.0,80.0,1628.0,244.0,2712.0,855.0,952.0,143.0,266.0,36.78,34.3,36.346,36.378
751,2024-01-21,7,2024,1,1,1,1,-19.0,-22.0,3,14,1,2,34,1,349.0,14109.0,14842.0,16186.8,16410.1,4357.0,66.0,188.0,66.0,2117.0,250.0,3252.0,1190.0,953.0,104.0,264.0,36.47,36.78,36.104,36.731
752,2024-01-22,1,2024,1,0,0,1,-19.0,-31.0,3,1,8,3,30,1,327.0,16232.0,14109.0,15815.6,16172.4,6527.0,120.0,179.0,61.0,1999.0,244.0,3570.0,1126.0,835.0,160.0,249.0,31.98,36.47,34.946000000000005,36.499
753,2024-01-23,2,2024,1,0,0,1,-16.0,-24.0,13,2,6,2,94,2,356.0,16476.0,16232.0,15730.4,16225.9,5460.0,0.0,193.0,73.0,3233.0,258.0,3687.0,1061.0,888.0,153.0,226.0,35.24,31.98,34.95399999999999,35.998000000000005
754,2024-01-24,3,2024,1,0,0,1,-14.0,-26.0,3,1,8,2,50,1,340.0,14208.0,16476.0,15173.4,16265.0,2491.0,63.0,205.0,73.0,3939.0,231.0,3808.0,861.0,909.0,141.0,238.0,34.61,35.24,35.016,35.508
755,2024-01-25,4,2024,1,0,0,1,-9.0,-24.0,2,2,5,2,133,3,376.0,16368.0,14208.0,15478.6,16227.8,2318.0,0.0,184.0,127.0,6261.0,259.0,3795.0,783.0,937.0,145.0,246.0,36.83,34.61,35.025999999999996,35.686
756,2024-01-26,5,2024,1,0,0,1,-10.0,-23.0,2,2,8,1,245,5,347.0,16154.0,16368.0,15887.6,16037.2,2122.0,126.0,203.0,63.0,6288.0,240.0,3783.0,734.0,946.0,95.0,261.0,37.77,36.83,35.285999999999994,35.695
757,2024-01-27,6,2024,1,1,1,1,-10.0,-23.0,2,1,6,1,305,6,364.0,14153.0,16154.0,15471.8,15643.7,1840.0,0.0,195.0,67.0,4100.0,229.0,4492.0,671.0,914.0,105.0,262.0,40.05,37.77,36.9,35.923
758,2024-01-28,7,2024,1,1,1,1,-7.0,-20.0,2,2,5,2,167,4,332.0,14188.0,14153.0,15014.2,15372.3,1753.0,0.0,134.0,127.0,3448.0,232.0,5216.0,620.0,967.0,92.0,300.0,42.1,40.05,38.272,36.613
759,2024-01-29,1,2024,1,0,0,1,-14.0,-27.0,4,1,8,2,97,2,390.0,15495.0,14188.0,15271.6,15222.5,1820.0,129.0,204.0,131.0,5510.0,232.0,3982.0,654.0,1010.0,141.0,282.0,37.3,42.1,38.81,36.913
760,2024-01-30,2,2024,1,0,0,1,-15.0,-23.0,2,13,2,2,97,2,364.0,20239.0,15495.0,16045.8,15762.2,1785.0,59.0,175.0,70.0,10508.0,260.0,3900.0,759.0,982.0,92.0,303.0,36.96,37.3,38.836,36.931
761,2024-01-31,3,2024,1,0,0,1,-16.0,-28.0,2,1,8,3,62,2,330.0,20388.0,20239.0,16892.6,16390.1,1623.0,59.0,174.0,63.0,10790.0,237.0,4194.0,669.0,944.0,92.0,269.0,35.61,36.96,38.404,36.845
762,2024-02-01,4,2024,2,0,0,1,-16.0,-25.0,3,1,6,2,54,2,315.0,20202.0,20388.0,18102.4,16787.1,1578.0,0.0,199.0,0.0,10885.0,232.0,3921.0,585.0,1047.0,138.0,255.0,35.18,35.61,37.42999999999999,37.165
763,2024-02-02,5,2024,2,0,0,1,-13.0,-28.0,2,1,6,1,102,3,330.0,24946.0,20202.0,20254.0,17634.1,1501.0,0.0,178.0,71.0,15226.0,206.0,4585.0,527.0,996.0,80.0,250.0,34.7,35.18,35.95,37.111
764,2024-02-03,6,2024,2,1,1,1,-11.0,-27.0,2,1,6,2,194,4,318.0,26240.0,24946.0,22403.0,18837.3,1438.0,0.0,134.0,67.0,16510.0,240.0,4569.0,648.0,964.0,130.0,258.0,35.94,34.7,35.678,37.24399999999999
765,2024-02-04,7,2024,2,1,0,1,-10.0,-27.0,2,1,6,2,138,3,332.0,28461.0,26240.0,24047.4,20046.6,1695.0,0.0,164.0,76.0,18819.0,250.0,4089.0,621.0,1009.0,142.0,255.0,36.01,35.94,35.488,37.162
766,2024-02-05,1,2024,2,0,0,1,-13.0,-24.0,2,2,2,2,174,4,313.0,27849.0,28461.0,25539.6,21216.1,1556.0,61.0,176.0,69.0,18387.0,236.0,4235.0,486.0,977.0,78.0,298.0,33.28,36.01,35.022,36.713
767,2024-02-06,2,2024,2,0,0,1,-9.0,-25.0,3,1,8,2,83,2,354.0,25105.0,27849.0,26520.2,22311.3,1529.0,59.0,117.0,66.0,15836.0,215.0,4001.0,541.0,984.0,141.0,278.0,33.33,33.28,34.652,36.041
768,2024-02-07,3,2024,2,0,0,1,-7.0,-23.0,2,1,6,2,187,4,317.0,24845.0,25105.0,26500.0,23377.0,1447.0,126.0,159.0,73.0,15827.0,202.0,3893.0,396.0,1010.0,141.0,244.0,30.84,33.33,33.88,34.915
769,2024-02-08,4,2024,2,0,0,1,-5.0,-22.0,2,1,6,2,164,4,284.0,22755.0,24845.0,25803.0,24103.0,1487.0,63.0,171.0,61.0,13612.0,198.0,4082.0,368.0,1032.0,130.0,235.0,25.94,30.84,31.880000000000003,33.779
770,2024-02-09,5,2024,2,0,0,1,-4.0,-18.0,2,2,5,1,188,4,227.0,21551.0,22755.0,24421.0,24234.2,1184.0,0.0,86.0,0.0,12813.0,189.0,4391.0,376.0,951.0,78.0,305.0,19.46,25.94,28.570000000000004,32.028999999999996
771,2024-02-10,6,2024,2,1,1,1,-6.0,-14.0,2,2,6,2,425,6,280.0,20459.0,21551.0,22943.0,24241.3,1526.0,65.0,118.0,66.0,11200.0,164.0,4484.0,350.0,926.0,66.0,288.0,31.17,19.46,28.148000000000003,31.585
772,2024-02-11,7,2024,2,1,1,1,-2.0,-12.0,2,1,6,2,125,3,393.0,22663.0,20459.0,22454.6,24487.4,1891.0,129.0,149.0,71.0,12552.0,263.0,4561.0,334.0,930.0,89.0,371.0,44.5,31.17,30.382,32.517
773,2024-02-12,1,2024,2,0,1,1,3.0,2.0,3,1,6,5,61,2,530.0,23378.0,22663.0,22161.2,24330.6,1927.0,61.0,157.0,69.0,13834.0,265.0,3911.0,358.0,909.0,93.0,355.0,50.7,44.5,34.354,34.117000000000004
774,2024-02-13,2,2024,2,0,1,1,5.0,-6.0,2,1,6,4,78,2,667.0,26136.0,23378.0,22837.4,24320.2,3253.0,65.0,212.0,71.0,14821.0,307.0,4031.0,383.0,881.0,104.0,460.0,56.33,50.7,40.432,36.156
775,2024-02-14,3,2024,2,0,1,1,-2.0,-17.0,3,1,8,3,28,1,692.0,26381.0,26136.0,23803.4,24112.2,3310.0,127.0,181.0,80.0,15336.0,308.0,3696.0,372.0,869.0,112.0,429.0,49.05,56.33,46.35,37.459999999999994
776,2024-02-15,4,2024,2,0,1,1,-7.0,-17.0,3,1,7,2,31,1,539.0,21986.0,26381.0,24108.8,23525.9,2417.0,83.0,234.0,76.0,12299.0,290.0,3442.0,429.0,797.0,168.0,415.0,44.98,49.05,49.112,38.63
777,2024-02-16,5,2024,2,0,1,1,1.0,-2.0,2,2,5,4,45,1,479.0,24230.0,21986.0,24422.2,23438.4,1742.0,67.0,230.0,73.0,15472.0,266.0,3449.0,384.0,816.0,93.0,343.0,44.7,44.98,49.152,39.767
778,2024-02-17,6,2024,2,1,1,1,5.0,3.0,2,2,6,4,46,1,479.0,20662.0,24230.0,23879.0,23020.1,1416.0,66.0,206.0,73.0,12518.0,269.0,3130.0,417.0,804.0,91.0,389.0,41.22,44.7,47.25599999999999,40.80499999999999
779,2024-02-18,7,2024,2,1,0,1,4.0,-11.0,15,13,6,3,35,1,372.0,20915.0,20662.0,22834.8,22836.1,1364.0,67.0,196.0,65.0,13038.0,241.0,3036.0,457.0,828.0,87.0,336.0,30.51,41.22,42.092,41.262
780,2024-02-19,1,2024,2,0,0,1,-9.0,-18.0,3,1,8,3,24,1,336.0,18200.0,20915.0,21198.6,22501.0,1353.0,0.0,164.0,136.0,10905.0,211.0,2777.0,440.0,747.0,78.0,306.0,28.92,30.51,38.065999999999995,42.208
781,2024-02-20,2,2024,2,0,0,1,-13.0,-23.0,3,1,7,3,27,1,321.0,19932.0,18200.0,20787.8,22448.3,1216.0,65.0,163.0,66.0,12758.0,229.0,3038.0,386.0,650.0,83.0,307.0,26.58,28.92,34.386,41.749
782,2024-02-21,3,2024,2,0,0,1,-10.0,-21.0,3,1,7,2,29,1,232.0,17715.0,19932.0,19484.8,21953.5,1180.0,63.0,142.0,66.0,10762.0,207.0,2954.0,332.0,655.0,169.0,298.0,25.65,26.58,30.576,39.864
783,2024-02-22,4,2024,2,0,0,1,-8.0,-19.0,3,1,7,2,35,1,272.0,18478.0,17715.0,19048.0,21463.5,1152.0,0.0,141.0,125.0,11286.0,191.0,3152.0,343.0,658.0,167.0,333.0,24.83,25.65,27.298,37.277
784,2024-02-23,5,2024,2,0,0,1,-4.0,-17.0,3,1,7,1,55,2,255.0,16814.0,18478.0,18227.8,20531.3,1156.0,61.0,134.0,126.0,10271.0,176.0,2587.0,348.0,627.0,157.0,289.0,24.23,24.83,26.04199999999999,34.067
785,2024-02-24,6,2024,2,1,1,1,-3.0,-14.0,2,2,6,1,88,2,239.0,14771.0,16814.0,17542.0,19370.3,1045.0,65.0,76.0,78.0,7887.0,178.0,3209.0,296.0,629.0,145.0,295.0,30.66,24.23,26.389999999999997,32.228
786,2024-02-25,7,2024,2,1,1,1,-2.0,-15.0,2,1,8,2,147,3,250.0,9926.0,14771.0,15540.8,18164.3,1075.0,63.0,76.0,65.0,3808.0,181.0,2458.0,264.0,623.0,161.0,279.0,27.33,30.66,26.54,30.463
787,2024-02-26,1,2024,2,0,0,1,-5.0,-18.0,3,1,8,2,32,1,238.0,9937.0,9926.0,13985.2,16735.0,1059.0,61.0,145.0,125.0,3340.0,171.0,2613.0,631.0,547.0,172.0,288.0,28.93,27.33,27.196000000000005,28.886000000000003
788,2024-02-27,2,2024,2,0,0,1,-4.0,-9.0,3,13,4,2,66,2,230.0,8359.0,9937.0,11961.4,15504.7,1022.0,61.0,142.0,0.0,2739.0,186.0,2075.0,430.0,497.0,196.0,284.0,27.91,28.93,27.812,27.555
789,2024-02-28,3,2024,2,0,0,1,-5.0,-15.0,3,2,8,2,54,2,204.0,8103.0,8359.0,10219.2,14223.5,1001.0,65.0,147.0,65.0,2579.0,197.0,2035.0,343.0,492.0,246.0,237.0,27.28,27.91,28.422000000000004,27.232
790,2024-02-29,4,2024,2,0,0,1,-6.0,-13.0,13,13,6,3,62,2,198.0,7564.0,8103.0,8777.8,13159.9,1072.0,65.0,71.0,63.0,2380.0,167.0,1896.0,278.0,441.0,257.0,235.0,26.16,27.28,27.522,26.956
791,2024-03-01,5,2024,3,0,0,2,-9.0,-17.0,3,1,8,3,31,1,189.0,7402.0,7564.0,8273.0,11906.9,708.0,0.0,71.0,134.0,2703.0,184.0,1941.0,248.0,401.0,183.0,239.0,25.14,26.16,27.083999999999996,26.812
792,2024-03-02,6,2024,3,1,1,2,-8.0,-17.0,3,1,6,2,35,1,191.0,8474.0,7402.0,7980.4,10982.8,635.0,80.0,82.0,0.0,3523.0,118.0,2358.0,233.0,461.0,108.0,224.0,26.72,25.14,26.642000000000003,26.919
793,2024-03-03,7,2024,3,1,1,2,-6.0,-16.0,3,1,7,2,45,1,217.0,8621.0,8474.0,8032.8,9997.1,723.0,120.0,69.0,61.0,3661.0,102.0,2165.0,225.0,432.0,170.0,244.0,26.21,26.72,26.302,27.057
794,2024-03-04,1,2024,3,0,0,2,-3.0,-12.0,3,1,7,2,39,1,210.0,6668.0,8621.0,7745.8,8982.5,594.0,61.0,141.0,65.0,2300.0,159.0,1680.0,282.0,384.0,164.0,244.0,24.12,26.21,25.67,27.046
795,2024-03-05,2,2024,3,0,0,2,-1.0,-14.0,3,1,7,2,46,1,180.0,6384.0,6668.0,7509.8,8143.8,607.0,66.0,142.0,65.0,2010.0,158.0,1773.0,239.0,408.0,93.0,235.0,25.08,24.12,25.454,26.488
796,2024-03-06,3,2024,3,0,0,2,0.0,-14.0,3,1,6,2,46,1,198.0,6762.0,6384.0,7381.8,7827.4,584.0,0.0,74.0,0.0,2848.0,145.0,1529.0,262.0,367.0,160.0,228.0,25.33,25.08,25.491999999999997,26.288
797,2024-03-07,4,2024,3,0,0,2,1.0,-11.0,4,2,6,1,60,2,222.0,7320.0,6762.0,7151.0,7565.7,607.0,66.0,127.0,63.0,2964.0,162.0,1704.0,322.0,351.0,137.0,244.0,25.32,25.33,25.212000000000003,25.927
798,2024-03-08,5,2024,3,0,0,2,-3.0,-14.0,3,1,8,3,32,1,233.0,12446.0,7320.0,7916.0,7974.4,469.0,65.0,127.0,69.0,8394.0,157.0,1716.0,230.0,321.0,83.0,261.0,27.19,25.32,25.408,25.855
799,2024-03-09,6,2024,3,1,1,2,1.0,-13.0,1,1,6,2,46,1,205.0,9690.0,12446.0,8520.4,8133.1,494.0,78.0,124.0,126.0,5411.0,169.0,1891.0,185.0,305.0,96.0,301.0,29.77,27.19,26.538,26.104000000000003
800,2024-03-10,7,2024,3,1,1,2,4.0,-7.0,4,1,6,2,76,2,196.0,9997.0,9690.0,9243.0,8376.4,580.0,132.0,135.0,74.0,5451.0,93.0,1959.0,201.0,373.0,163.0,267.0,29.72,29.77,27.466,26.46
801,2024-03-11,1,2024,3,0,0,2,3.0,-7.0,3,1,8,2,78,2,184.0,9629.0,9997.0,9816.4,8599.1,542.0,59.0,133.0,79.0,5771.0,172.0,1403.0,221.0,323.0,141.0,278.0,25.29,29.72,27.458,26.475
802,2024-03-12,2,2024,3,0,0,2,4.0,-5.0,2,1,6,2,43,1,183.0,9378.0,9629.0,10228.0,8689.5,534.0,67.0,126.0,128.0,5470.0,165.0,1458.0,239.0,340.0,86.0,242.0,26.87,25.29,27.768,26.49
803,2024-03-13,3,2024,3,0,0,2,6.0,-2.0,1,2,7,1,52,2,189.0,9184.0,9378.0,9575.6,8745.8,617.0,65.0,130.0,76.0,5460.0,160.0,1280.0,219.0,317.0,133.0,221.0,26.74,26.87,27.677999999999997,26.543
804,2024-03-14,4,2024,3,0,0,2,8.0,0.0,2,2,6,2,43,1,208.0,8050.0,9184.0,9247.6,8884.0,592.0,67.0,137.0,130.0,4121.0,179.0,1341.0,241.0,332.0,151.0,219.0,26.79,26.74,27.082,26.81
805,2024-03-15,5,2024,3,0,0,2,6.0,-5.0,2,2,8,4,42,1,162.0,10324.0,8050.0,9313.0,9278.0,479.0,67.0,65.0,74.0,6609.0,207.0,1498.0,253.0,303.0,73.0,231.0,26.28,26.79,26.394,26.93
806,2024-03-16,6,2024,3,1,1,2,1.0,-6.0,15,13,3,3,30,1,187.0,6784.0,10324.0,8744.0,9280.2,548.0,67.0,131.0,76.0,2622.0,178.0,1826.0,227.0,309.0,82.0,222.0,26.41,26.28,26.618,27.038
807,2024-03-17,7,2024,3,1,1,2,1.0,-8.0,1,1,8,3,25,1,186.0,6024.0,6784.0,8073.2,9150.6,622.0,65.0,124.0,79.0,1971.0,115.0,1734.0,210.0,288.0,110.0,232.0,26.32,26.41,26.508,27.138
808,2024-03-18,1,2024,3,0,0,2,1.0,-8.0,2,1,2,2,29,1,171.0,5527.0,6024.0,7341.8,8458.7,540.0,66.0,73.0,79.0,2113.0,172.0,1248.0,249.0,259.0,89.0,209.0,24.55,26.32,26.07,26.874
